cedula,nombre,apellido,genero
1000037173,Lucia,Rodriguez,F
1000037174,Andres,Rodriguez,M
1000037175,Paola,Lopez,F
1000037176,Andres,Gomez,M
1000037177,Carolina,Rodriguez,F
1000037178,Fernando,Torres,M
1000037179,Maria,Lopez,F
1000037180,Pedro,Mendoza,M
1000037181,Lucia,Sanchez,F
1000037182,Ricardo,Gomez,M
1000037183,Andrea,Torres,F
1000037184,Andres,Perez,M
1000037185,Valeria,Vera,F
1000037186,Ricardo,Vera,M
1000037187,Daniela,Mendoza,F
1000037188,Pedro,Torres,M
1000037189,Daniela,Rodriguez,F
1000037190,Diego,Martinez,M
1000037191,Ana,Gomez,F
1000037192,Luis,Perez,M
1000037193,Paola,Gomez,F
1000037194,Carlos,Martinez,M
1000037195,Valeria,Torres,F
1000037196,Juan,Martinez,M
1000037197,Gabriela,Perez,F
1000037198,Luis,Gomez,M
1000037199,Lucia,Sanchez,F
1000037200,Diego,Perez,M
1000037201,Sofia,Gomez,F
1000037202,Carlos,Rodriguez,M
1000037203,Sofia,Mendoza,F
1000037204,Fernando,Perez,M
1000037205,Maria,Vera,F
1000037206,Fernando,Sanchez,M
1000037207,Maria,Castro,F
1000037208,Jorge,Sanchez,M
1000037209,Lucia,Castro,F
1000037210,Pedro,Torres,M
1000037211,Daniela,Martinez,F
1000037212,Miguel,Perez,M
1000037213,Paola,Castro,F
1000037214,Pedro,Gomez,M
1000037215,Maria,Perez,F
1000037216,Fernando,Gomez,M
1000037217,Lucia,Sanchez,F
1000037218,Andres,Castro,M
1000037219,Ana,Rodriguez,F
1000037220,Juan,Vera,M
1000037221,Ana,Perez,F
1000037222,Fernando,Martinez,M
1000037223,Daniela,Mendoza,F
1000037224,Juan,Sanchez,M
1000037225,Ana,Castro,F
1000037226,Pedro,Vera,M
1000037227,Carolina,Perez,F
1000037228,Jorge,Sanchez,M
1000037229,Ana,Martinez,F
1000037230,Carlos,Lopez,M
1000037231,Andrea,Gomez,F
1000037232,Luis,Gomez,M
1000037233,Carolina,Lopez,F
1000037234,Pedro,Gomez,M
1000037235,Valeria,Martinez,F
1000037236,Juan,Lopez,M
1000037237,Maria,Gomez,F
1000037238,Pedro,Gomez,M
1000037239,Sofia,Gomez,F
1000037240,Carlos,Rodriguez,M
1000037241,Valeria,Castro,F
1000037242,Luis,Torres,M
1000037243,Daniela,Torres,F
1000037244,Carlos,Sanchez,M
1000037245,Lucia,Mendoza,F
1000037246,Pedro,Martinez,M
1000037247,Maria,Gomez,F
1000037248,Luis,Lopez,M
1000037249,Carolina,Castro,F
1000037250,Carlos,Vera,M
1000037251,Ana,Perez,F
1000037252,Carlos,Castro,M
1000037253,Valeria,Martinez,F
1000037254,Pedro,Gomez,M
1000037255,Ana,Perez,F
1000037256,Miguel,Castro,M
1000037257,Paola,Torres,F
1000037258,Andres,Gomez,M
1000037259,Andrea,Lopez,F
1000037260,Andres,Rodriguez,M
1000037261,Daniela,Lopez,F
1000037262,Ricardo,Sanchez,M
1000037263,Ana,Castro,F
1000037264,Ricardo,Mendoza,M
1000037265,Valeria,Torres,F
1000037266,Carlos,Mendoza,M
1000037267,Gabriela,Rodriguez,F
1000037268,Juan,Lopez,M
1000037269,Valeria,Lopez,F
1000037270,Carlos,Martinez,M
1000037271,Carolina,Rodriguez,F
1000037272,Carlos,Vera,M
1000037273,Paola,Perez,F
1000037274,Carlos,Sanchez,M
1000037275,Ana,Perez,F
1000037276,Andres,Torres,M
1000037277,Andrea,Gomez,F
1000037278,Juan,Vera,M
1000037279,Carolina,Martinez,F
1000037280,Jorge,Gomez,M
1000037281,Maria,Perez,F
1000037282,Ricardo,Torres,M
1000037283,Sofia,Gomez,F
1000037284,Diego,Rodriguez,M
1000037285,Gabriela,Martinez,F
1000037286,Luis,Castro,M
1000037287,Sofia,Castro,F
1000037288,Diego,Gomez,M
1000037289,Daniela,Gomez,F
1000037290,Juan,Martinez,M
1000037291,Gabriela,Martinez,F
1000037292,Jorge,Mendoza,M
1000037293,Valeria,Lopez,F
1000037294,Jorge,Mendoza,M
1000037295,Ana,Gomez,F
1000037296,Diego,Castro,M
1000037297,Carolina,Sanchez,F
1000037298,Juan,Lopez,M
1000037299,Sofia,Perez,F
1000037300,Miguel,Castro,M
1000037301,Paola,Gomez,F
1000037302,Miguel,Rodriguez,M
1000037303,Sofia,Gomez,F
1000037304,Andres,Castro,M
1000037305,Paola,Perez,F
1000037306,Diego,Rodriguez,M
1000037307,Maria,Vera,F
1000037308,Fernando,Vera,M
1000037309,Andrea,Torres,F
1000037310,Diego,Torres,M
1000037311,Gabriela,Lopez,F
1000037312,Ricardo,Gomez,M
1000037313,Maria,Gomez,F
1000037314,Luis,Torres,M
1000037315,Daniela,Sanchez,F
1000037316,Juan,Sanchez,M
1000037317,Maria,Gomez,F
1000037318,Jorge,Lopez,M
1000037319,Gabriela,Vera,F
1000037320,Fernando,Sanchez,M
1000037321,Daniela,Perez,F
1000037322,Carlos,Martinez,M
1000037323,Gabriela,Gomez,F
1000037324,Luis,Martinez,M
1000037325,Andrea,Sanchez,F
1000037326,Fernando,Lopez,M
1000037327,Valeria,Perez,F
1000037328,Jorge,Perez,M
1000037329,Carolina,Martinez,F
1000037330,Ricardo,Torres,M
1000037331,Lucia,Mendoza,F
1000037332,Fernando,Lopez,M
1000037333,Carolina,Mendoza,F
1000037334,Juan,Martinez,M
1000037335,Gabriela,Sanchez,F
1000037336,Ricardo,Mendoza,M
1000037337,Ana,Mendoza,F
1000037338,Luis,Castro,M
1000037339,Ana,Gomez,F
1000037340,Jorge,Castro,M
1000037341,Andrea,Lopez,F
1000037342,Miguel,Rodriguez,M
1000037343,Sofia,Sanchez,F
1000037344,Miguel,Rodriguez,M
1000037345,Sofia,Torres,F
1000037346,Andres,Rodriguez,M
1000037347,Maria,Castro,F
1000037348,Luis,Vera,M
1000037349,Valeria,Mendoza,F
1000037350,Fernando,Torres,M
1000037351,Sofia,Rodriguez,F
1000037352,Carlos,Perez,M
1000037353,Lucia,Perez,F
1000037354,Fernando,Martinez,M
1000037355,Lucia,Perez,F
1000037356,Miguel,Vera,M
1000037357,Carolina,Martinez,F
1000037358,Ricardo,Torres,M
1000037359,Maria,Rodriguez,F
1000037360,Andres,Sanchez,M
1000037361,Maria,Martinez,F
1000037362,Fernando,Martinez,M
1000037363,Gabriela,Martinez,F
1000037364,Ricardo,Martinez,M
1000037365,Ana,Castro,F
1000037366,Diego,Sanchez,M
1000037367,Sofia,Castro,F
1000037368,Miguel,Perez,M
1000037369,Carolina,Sanchez,F
1000037370,Andres,Castro,M
1000037371,Lucia,Perez,F
1000037372,Ricardo,Martinez,M
1000037373,Carolina,Martinez,F
1000037374,Miguel,Sanchez,M
1000037375,Valeria,Lopez,F
1000037376,Luis,Torres,M
1000037377,Sofia,Lopez,F
1000037378,Carlos,Mendoza,M
1000037379,Valeria,Sanchez,F
1000037380,Ricardo,Sanchez,M
1000037381,Carolina,Gomez,F
1000037382,Luis,Torres,M
1000037383,Sofia,Gomez,F
1000037384,Ricardo,Castro,M
1000037385,Daniela,Torres,F
1000037386,Diego,Sanchez,M
1000037387,Lucia,Mendoza,F
1000037388,Ricardo,Vera,M
1000037389,Sofia,Perez,F
1000037390,Andres,Castro,M
1000037391,Daniela,Martinez,F
1000037392,Juan,Castro,M
1000037393,Carolina,Mendoza,F
1000037394,Fernando,Vera,M
1000037395,Carolina,Lopez,F
1000037396,Jorge,Rodriguez,M
1000037397,Andrea,Torres,F
1000037398,Luis,Torres,M
1000037399,Ana,Perez,F
1000037400,Miguel,Castro,M
1000037401,Lucia,Martinez,F
1000037402,Carlos,Gomez,M
1000037403,Ana,Lopez,F
1000037404,Fernando,Castro,M
1000037405,Carolina,Vera,F
1000037406,Luis,Rodriguez,M
1000037407,Ana,Lopez,F
1000037408,Jorge,Vera,M
1000037409,Daniela,Martinez,F
1000037410,Jorge,Rodriguez,M
1000037411,Gabriela,Rodriguez,F
1000037412,Juan,Perez,M
1000037413,Carolina,Rodriguez,F
1000037414,Pedro,Martinez,M
1000037415,Valeria,Perez,F
1000037416,Carlos,Martinez,M
1000037417,Gabriela,Sanchez,F
1000037418,Juan,Mendoza,M
1000037419,Daniela,Martinez,F
1000037420,Jorge,Castro,M
1000037421,Carolina,Lopez,F
1000037422,Andres,Vera,M
1000037423,Paola,Rodriguez,F
1000037424,Miguel,Castro,M
1000037425,Lucia,Torres,F
1000037426,Pedro,Castro,M
1000037427,Gabriela,Gomez,F
1000037428,Miguel,Mendoza,M
1000037429,Paola,Sanchez,F
1000037430,Carlos,Vera,M
1000037431,Ana,Vera,F
1000037432,Miguel,Vera,M
1000037433,Gabriela,Martinez,F
1000037434,Diego,Vera,M
1000037435,Carolina,Perez,F
1000037436,Jorge,Rodriguez,M
1000037437,Sofia,Vera,F
1000037438,Miguel,Martinez,M
1000037439,Andrea,Vera,F
1000037440,Carlos,Mendoza,M
1000037441,Ana,Lopez,F
1000037442,Juan,Vera,M
1000037443,Valeria,Vera,F
1000037444,Diego,Castro,M
1000037445,Gabriela,Castro,F
1000037446,Pedro,Castro,M
1000037447,Lucia,Sanchez,F
1000037448,Ricardo,Vera,M
1000037449,Lucia,Rodriguez,F
1000037450,Andres,Sanchez,M
1000037451,Sofia,Vera,F
1000037452,Ricardo,Gomez,M
1000037453,Andrea,Martinez,F
1000037454,Carlos,Martinez,M
1000037455,Gabriela,Gomez,F
1000037456,Fernando,Rodriguez,M
1000037457,Paola,Castro,F
1000037458,Andres,Mendoza,M
1000037459,Paola,Sanchez,F
1000037460,Carlos,Mendoza,M
1000037461,Sofia,Rodriguez,F
1000037462,Pedro,Vera,M
1000037463,Maria,Lopez,F
1000037464,Juan,Mendoza,M
1000037465,Andrea,Vera,F
1000037466,Diego,Vera,M
1000037467,Maria,Martinez,F
1000037468,Pedro,Sanchez,M
1000037469,Daniela,Perez,F
1000037470,Pedro,Martinez,M
1000037471,Andrea,Lopez,F
1000037472,Jorge,Martinez,M
1000037473,Carolina,Castro,F
1000037474,Fernando,Perez,M
1000037475,Gabriela,Lopez,F
1000037476,Fernando,Sanchez,M
1000037477,Gabriela,Sanchez,F
1000037478,Fernando,Mendoza,M
1000037479,Gabriela,Perez,F
1000037480,Fernando,Martinez,M
1000037481,Paola,Vera,F
1000037482,Andres,Vera,M
1000037483,Maria,Rodriguez,F
1000037484,Jorge,Rodriguez,M
1000037485,Lucia,Sanchez,F
1000037486,Luis,Torres,M
1000037487,Gabriela,Vera,F
1000037488,Luis,Gomez,M
1000037489,Paola,Lopez,F
1000037490,Ricardo,Gomez,M
1000037491,Ana,Mendoza,F
1000037492,Pedro,Vera,M
1000037493,Gabriela,Martinez,F
1000037494,Jorge,Vera,M
1000037495,Paola,Rodriguez,F
1000037496,Ricardo,Perez,M
1000037497,Gabriela,Perez,F
1000037498,Diego,Gomez,M
1000037499,Paola,Mendoza,F
1000037500,Luis,Rodriguez,M
1000037501,Gabriela,Martinez,F
1000037502,Diego,Vera,M
1000037503,Ana,Sanchez,F
1000037504,Diego,Vera,M
1000037505,Gabriela,Martinez,F
1000037506,Diego,Lopez,M
1000037507,Gabriela,Sanchez,F
1000037508,Juan,Gomez,M
1000037509,Lucia,Vera,F
1000037510,Carlos,Gomez,M
1000037511,Sofia,Sanchez,F
1000037512,Ricardo,Sanchez,M
1000037513,Daniela,Mendoza,F
1000037514,Luis,Sanchez,M
1000037515,Carolina,Castro,F
1000037516,Carlos,Mendoza,M
1000037517,Gabriela,Sanchez,F
1000037518,Fernando,Gomez,M
1000037519,Gabriela,Lopez,F
1000037520,Andres,Torres,M
1000037521,Ana,Perez,F
1000037522,Ricardo,Castro,M
1000037523,Daniela,Mendoza,F
1000037524,Fernando,Lopez,M
1000037525,Andrea,Rodriguez,F
1000037526,Pedro,Torres,M
1000037527,Maria,Mendoza,F
1000037528,Juan,Rodriguez,M
1000037529,Sofia,Lopez,F
1000037530,Miguel,Vera,M
1000037531,Gabriela,Mendoza,F
1000037532,Juan,Martinez,M
1000037533,Sofia,Rodriguez,F
1000037534,Juan,Torres,M
1000037535,Daniela,Lopez,F
1000037536,Ricardo,Torres,M
1000037537,Sofia,Torres,F
1000037538,Jorge,Perez,M
1000037539,Gabriela,Castro,F
1000037540,Jorge,Gomez,M
1000037541,Carolina,Castro,F
1000037542,Fernando,Castro,M
1000037543,Daniela,Vera,F
1000037544,Ricardo,Lopez,M
1000037545,Ana,Perez,F
1000037546,Pedro,Perez,M
1000037547,Andrea,Castro,F
1000037548,Diego,Martinez,M
1000037549,Andrea,Vera,F
1000037550,Pedro,Torres,M
1000037551,Maria,Sanchez,F
1000037552,Juan,Sanchez,M
1000037553,Carolina,Lopez,F
1000037554,Jorge,Lopez,M
1000037555,Gabriela,Vera,F
1000037556,Carlos,Rodriguez,M
1000037557,Maria,Vera,F
1000037558,Pedro,Martinez,M
1000037559,Carolina,Torres,F
1000037560,Miguel,Rodriguez,M
1000037561,Valeria,Vera,F
1000037562,Carlos,Perez,M
1000037563,Carolina,Torres,F
1000037564,Juan,Torres,M
1000037565,Andrea,Perez,F
1000037566,Miguel,Mendoza,M
1000037567,Carolina,Castro,F
1000037568,Fernando,Mendoza,M
1000037569,Daniela,Torres,F
1000037570,Andres,Perez,M
1000037571,Lucia,Sanchez,F
1000037572,Ricardo,Rodriguez,M
1000037573,Andrea,Mendoza,F
1000037574,Carlos,Rodriguez,M
1000037575,Andrea,Castro,F
1000037576,Ricardo,Gomez,M
1000037577,Paola,Castro,F
1000037578,Pedro,Martinez,M
1000037579,Carolina,Sanchez,F
1000037580,Andres,Martinez,M
1000037581,Andrea,Castro,F
1000037582,Juan,Martinez,M
1000037583,Paola,Rodriguez,F
1000037584,Juan,Lopez,M
1000037585,Valeria,Castro,F
1000037586,Miguel,Gomez,M
1000037587,Gabriela,Lopez,F
1000037588,Andres,Martinez,M
1000037589,Paola,Torres,F
1000037590,Luis,Sanchez,M
1000037591,Daniela,Vera,F
1000037592,Jorge,Rodriguez,M
1000037593,Gabriela,Rodriguez,F
1000037594,Juan,Martinez,M
1000037595,Ana,Gomez,F
1000037596,Fernando,Lopez,M
1000037597,Gabriela,Rodriguez,F
1000037598,Diego,Castro,M
1000037599,Valeria,Vera,F
1000037600,Pedro,Lopez,M
1000037601,Paola,Rodriguez,F
1000037602,Pedro,Rodriguez,M
1000037603,Andrea,Martinez,F
1000037604,Jorge,Torres,M
1000037605,Sofia,Vera,F
1000037606,Ricardo,Martinez,M
1000037607,Paola,Perez,F
1000037608,Juan,Lopez,M
1000037609,Daniela,Perez,F
1000037610,Pedro,Sanchez,M
1000037611,Sofia,Lopez,F
1000037612,Jorge,Gomez,M
1000037613,Valeria,Gomez,F
1000037614,Pedro,Martinez,M
1000037615,Gabriela,Gomez,F
1000037616,Carlos,Rodriguez,M
1000037617,Carolina,Rodriguez,F
1000037618,Pedro,Martinez,M
1000037619,Paola,Lopez,F
1000037620,Luis,Perez,M
1000037621,Daniela,Mendoza,F
1000037622,Andres,Castro,M
1000037623,Lucia,Lopez,F
1000037624,Pedro,Torres,M
1000037625,Gabriela,Perez,F
1000037626,Jorge,Torres,M
1000037627,Lucia,Torres,F
1000037628,Ricardo,Mendoza,M
1000037629,Lucia,Torres,F
1000037630,Diego,Perez,M
1000037631,Lucia,Sanchez,F
1000037632,Miguel,Vera,M
1000037633,Carolina,Martinez,F
1000037634,Pedro,Lopez,M
1000037635,Maria,Mendoza,F
1000037636,Jorge,Castro,M
1000037637,Maria,Mendoza,F
1000037638,Juan,Perez,M
1000037639,Valeria,Vera,F
1000037640,Juan,Torres,M
1000037641,Valeria,Vera,F
1000037642,Diego,Sanchez,M
1000037643,Carolina,Rodriguez,F
1000037644,Miguel,Castro,M
1000037645,Sofia,Sanchez,F
1000037646,Miguel,Mendoza,M
1000037647,Ana,Vera,F
1000037648,Carlos,Martinez,M
1000037649,Gabriela,Rodriguez,F
1000037650,Pedro,Vera,M
1000037651,Maria,Vera,F
1000037652,Carlos,Perez,M
1000037653,Ana,Rodriguez,F
1000037654,Luis,Rodriguez,M
1000037655,Ana,Gomez,F
1000037656,Pedro,Perez,M
1000037657,Sofia,Vera,F
1000037658,Diego,Gomez,M
1000037659,Gabriela,Torres,F
1000037660,Andres,Mendoza,M
1000037661,Sofia,Perez,F
1000037662,Fernando,Lopez,M
1000037663,Gabriela,Castro,F
1000037664,Juan,Rodriguez,M
1000037665,Daniela,Perez,F
1000037666,Pedro,Sanchez,M
1000037667,Lucia,Perez,F
1000037668,Jorge,Gomez,M
1000037669,Andrea,Castro,F
1000037670,Miguel,Torres,M
1000037671,Maria,Sanchez,F
1000037672,Luis,Sanchez,M
1000037673,Andrea,Martinez,F
1000037674,Carlos,Lopez,M
1000037675,Gabriela,Torres,F
1000037676,Fernando,Rodriguez,M
1000037677,Valeria,Gomez,F
1000037678,Carlos,Lopez,M
1000037679,Carolina,Rodriguez,F
1000037680,Jorge,Mendoza,M
1000037681,Andrea,Martinez,F
1000037682,Fernando,Mendoza,M
1000037683,Sofia,Rodriguez,F
1000037684,Andres,Vera,M
1000037685,Gabriela,Mendoza,F
1000037686,Jorge,Vera,M
1000037687,Andrea,Gomez,F
1000037688,Ricardo,Rodriguez,M
1000037689,Maria,Perez,F
1000037690,Diego,Rodriguez,M
1000037691,Paola,Perez,F
1000037692,Pedro,Torres,M
1000037693,Paola,Mendoza,F
1000037694,Andres,Vera,M
1000037695,Carolina,Rodriguez,F
1000037696,Fernando,Martinez,M
1000037697,Maria,Torres,F
1000037698,Fernando,Gomez,M
1000037699,Daniela,Mendoza,F
1000037700,Juan,Sanchez,M
1000037701,Carolina,Martinez,F
1000037702,Miguel,Sanchez,M
1000037703,Lucia,Torres,F
1000037704,Pedro,Martinez,M
1000037705,Andrea,Torres,F
1000037706,Diego,Sanchez,M
1000037707,Lucia,Lopez,F
1000037708,Juan,Castro,M
1000037709,Carolina,Rodriguez,F
1000037710,Fernando,Perez,M
1000037711,Daniela,Sanchez,F
1000037712,Diego,Castro,M
1000037713,Carolina,Torres,F
1000037714,Ricardo,Torres,M
1000037715,Sofia,Perez,F
1000037716,Carlos,Torres,M
1000037717,Gabriela,Perez,F
1000037718,Fernando,Perez,M
1000037719,Paola,Martinez,F
1000037720,Pedro,Castro,M
1000037721,Sofia,Castro,F
1000037722,Fernando,Martinez,M
1000037723,Gabriela,Mendoza,F
1000037724,Jorge,Perez,M
1000037725,Maria,Sanchez,F
1000037726,Luis,Mendoza,M
1000037727,Maria,Castro,F
1000037728,Fernando,Rodriguez,M
1000037729,Valeria,Vera,F
1000037730,Miguel,Sanchez,M
1000037731,Andrea,Castro,F
1000037732,Andres,Rodriguez,M
1000037733,Sofia,Torres,F
1000037734,Juan,Martinez,M
1000037735,Sofia,Vera,F
1000037736,Pedro,Sanchez,M
1000037737,Paola,Lopez,F
1000037738,Jorge,Mendoza,M
1000037739,Andrea,Perez,F
1000037740,Andres,Mendoza,M
1000037741,Andrea,Perez,F
1000037742,Miguel,Sanchez,M
1000037743,Carolina,Martinez,F
1000037744,Luis,Castro,M
1000037745,Lucia,Martinez,F
1000037746,Fernando,Gomez,M
1000037747,Carolina,Castro,F
1000037748,Carlos,Sanchez,M
1000037749,Andrea,Perez,F
1000037750,Fernando,Mendoza,M
1000037751,Carolina,Martinez,F
1000037752,Ricardo,Gomez,M
1000037753,Ana,Torres,F
1000037754,Ricardo,Rodriguez,M
1000037755,Ana,Perez,F
1000037756,Miguel,Torres,M
1000037757,Paola,Vera,F
1000037758,Fernando,Vera,M
1000037759,Valeria,Sanchez,F
1000037760,Jorge,Lopez,M
1000037761,Andrea,Sanchez,F
1000037762,Carlos,Vera,M
1000037763,Daniela,Mendoza,F
1000037764,Carlos,Sanchez,M
1000037765,Ana,Mendoza,F
1000037766,Fernando,Mendoza,M
1000037767,Carolina,Lopez,F
1000037768,Juan,Martinez,M
1000037769,Gabriela,Vera,F
1000037770,Pedro,Gomez,M
1000037771,Gabriela,Gomez,F
1000037772,Andres,Vera,M
1000037773,Sofia,Perez,F
1000037774,Luis,Martinez,M
1000037775,Paola,Torres,F
1000037776,Jorge,Martinez,M
1000037777,Sofia,Martinez,F
1000037778,Diego,Torres,M
1000037779,Gabriela,Vera,F
1000037780,Jorge,Mendoza,M
1000037781,Sofia,Vera,F
1000037782,Juan,Rodriguez,M
1000037783,Lucia,Lopez,F
1000037784,Carlos,Gomez,M
1000037785,Carolina,Martinez,F
1000037786,Fernando,Vera,M
1000037787,Ana,Martinez,F
1000037788,Andres,Mendoza,M
1000037789,Valeria,Castro,F
1000037790,Fernando,Sanchez,M
1000037791,Carolina,Lopez,F
1000037792,Fernando,Martinez,M
1000037793,Ana,Castro,F
1000037794,Ricardo,Vera,M
1000037795,Andrea,Rodriguez,F
1000037796,Luis,Mendoza,M
1000037797,Gabriela,Gomez,F
1000037798,Fernando,Castro,M
1000037799,Maria,Torres,F
1000037800,Luis,Rodriguez,M
1000037801,Paola,Lopez,F
1000037802,Juan,Martinez,M
1000037803,Valeria,Vera,F
1000037804,Juan,Gomez,M
1000037805,Sofia,Rodriguez,F
1000037806,Ricardo,Torres,M
1000037807,Maria,Sanchez,F
1000037808,Diego,Rodriguez,M
1000037809,Lucia,Mendoza,F
1000037810,Luis,Gomez,M
1000037811,Carolina,Rodriguez,F
1000037812,Diego,Martinez,M
1000037813,Andrea,Lopez,F
1000037814,Carlos,Vera,M
1000037815,Lucia,Martinez,F
1000037816,Ricardo,Vera,M
1000037817,Valeria,Mendoza,F
1000037818,Carlos,Torres,M
1000037819,Daniela,Lopez,F
1000037820,Carlos,Sanchez,M
1000037821,Paola,Mendoza,F
1000037822,Diego,Lopez,M
1000037823,Gabriela,Rodriguez,F
1000037824,Carlos,Martinez,M
1000037825,Valeria,Rodriguez,F
1000037826,Fernando,Perez,M
1000037827,Valeria,Vera,F
1000037828,Luis,Mendoza,M
1000037829,Andrea,Vera,F
1000037830,Carlos,Lopez,M
1000037831,Andrea,Castro,F
1000037832,Carlos,Castro,M
1000037833,Lucia,Torres,F
1000037834,Pedro,Sanchez,M
1000037835,Carolina,Perez,F
1000037836,Luis,Vera,M
1000037837,Maria,Torres,F
1000037838,Pedro,Martinez,M
1000037839,Andrea,Torres,F
1000037840,Ricardo,Mendoza,M
1000037841,Carolina,Rodriguez,F
1000037842,Miguel,Sanchez,M
1000037843,Maria,Torres,F
1000037844,Miguel,Torres,M
1000037845,Carolina,Gomez,F
1000037846,Juan,Sanchez,M
1000037847,Valeria,Martinez,F
1000037848,Andres,Castro,M
1000037849,Lucia,Torres,F
1000037850,Diego,Vera,M
1000037851,Paola,Martinez,F
1000037852,Jorge,Mendoza,M
1000037853,Daniela,Rodriguez,F
1000037854,Fernando,Vera,M
1000037855,Gabriela,Torres,F
1000037856,Fernando,Lopez,M
1000037857,Carolina,Martinez,F
1000037858,Pedro,Castro,M
1000037859,Lucia,Sanchez,F
1000037860,Carlos,Rodriguez,M
1000037861,Sofia,Mendoza,F
1000037862,Pedro,Rodriguez,M
1000037863,Lucia,Vera,F
1000037864,Andres,Perez,M
1000037865,Andrea,Lopez,F
1000037866,Ricardo,Sanchez,M
1000037867,Carolina,Sanchez,F
1000037868,Fernando,Castro,M
1000037869,Maria,Gomez,F
1000037870,Juan,Torres,M
1000037871,Carolina,Gomez,F
1000037872,Diego,Rodriguez,M
1000037873,Daniela,Castro,F
1000037874,Ricardo,Lopez,M
1000037875,Valeria,Gomez,F
1000037876,Carlos,Martinez,M
1000037877,Paola,Torres,F
1000037878,Jorge,Sanchez,M
1000037879,Carolina,Torres,F
1000037880,Luis,Castro,M
1000037881,Gabriela,Lopez,F
1000037882,Luis,Perez,M
1000037883,Daniela,Gomez,F
1000037884,Fernando,Mendoza,M
1000037885,Maria,Perez,F
1000037886,Carlos,Castro,M
1000037887,Maria,Vera,F
1000037888,Luis,Sanchez,M
1000037889,Gabriela,Martinez,F
1000037890,Luis,Lopez,M
1000037891,Lucia,Gomez,F
1000037892,Miguel,Vera,M
1000037893,Lucia,Sanchez,F
1000037894,Andres,Rodriguez,M
1000037895,Paola,Vera,F
1000037896,Luis,Castro,M
1000037897,Lucia,Perez,F
1000037898,Jorge,Vera,M
1000037899,Daniela,Sanchez,F
1000037900,Miguel,Vera,M
1000037901,Gabriela,Mendoza,F
1000037902,Juan,Rodriguez,M
1000037903,Paola,Perez,F
1000037904,Diego,Perez,M
1000037905,Ana,Perez,F
1000037906,Ricardo,Martinez,M
1000037907,Daniela,Mendoza,F
1000037908,Miguel,Rodriguez,M
1000037909,Andrea,Torres,F
1000037910,Luis,Martinez,M
1000037911,Paola,Torres,F
1000037912,Andres,Rodriguez,M
1000037913,Paola,Lopez,F
1000037914,Carlos,Mendoza,M
1000037915,Ana,Torres,F
1000037916,Miguel,Vera,M
1000037917,Valeria,Lopez,F
1000037918,Carlos,Mendoza,M
1000037919,Andrea,Lopez,F
1000037920,Fernando,Torres,M
1000037921,Paola,Martinez,F
1000037922,Fernando,Lopez,M
1000037923,Daniela,Torres,F
1000037924,Ricardo,Lopez,M
1000037925,Andrea,Vera,F
1000037926,Luis,Rodriguez,M
1000037927,Valeria,Rodriguez,F
1000037928,Diego,Torres,M
1000037929,Carolina,Perez,F
1000037930,Fernando,Mendoza,M
1000037931,Ana,Castro,F
1000037932,Miguel,Mendoza,M
1000037933,Ana,Martinez,F
1000037934,Jorge,Gomez,M
1000037935,Ana,Perez,F
1000037936,Juan,Perez,M
1000037937,Carolina,Mendoza,F
1000037938,Carlos,Castro,M
1000037939,Carolina,Perez,F
1000037940,Jorge,Martinez,M
1000037941,Gabriela,Torres,F
1000037942,Miguel,Castro,M
1000037943,Maria,Perez,F
1000037944,Pedro,Mendoza,M
1000037945,Maria,Torres,F
1000037946,Jorge,Lopez,M
1000037947,Carolina,Vera,F
1000037948,Pedro,Castro,M
1000037949,Ana,Perez,F
1000037950,Luis,Mendoza,M
1000037951,Carolina,Gomez,F
1000037952,Pedro,Mendoza,M
1000037953,Andrea,Rodriguez,F
1000037954,Diego,Vera,M
1000037955,Lucia,Rodriguez,F
1000037956,Carlos,Sanchez,M
1000037957,Paola,Perez,F
1000037958,Carlos,Gomez,M
1000037959,Gabriela,Perez,F
1000037960,Miguel,Vera,M
1000037961,Lucia,Castro,F
1000037962,Luis,Vera,M
1000037963,Gabriela,Castro,F
1000037964,Luis,Rodriguez,M
1000037965,Gabriela,Gomez,F
1000037966,Juan,Lopez,M
1000037967,Sofia,Sanchez,F
1000037968,Luis,Lopez,M
1000037969,Carolina,Torres,F
1000037970,Diego,Vera,M
1000037971,Sofia,Perez,F
1000037972,Luis,Castro,M
1000037973,Andrea,Vera,F
1000037974,Luis,Torres,M
1000037975,Ana,Lopez,F
1000037976,Fernando,Perez,M
1000037977,Sofia,Lopez,F
1000037978,Ricardo,Vera,M
1000037979,Andrea,Torres,F
1000037980,Miguel,Rodriguez,M
1000037981,Daniela,Castro,F
1000037982,Carlos,Rodriguez,M
1000037983,Daniela,Torres,F
1000037984,Luis,Vera,M
1000037985,Sofia,Mendoza,F
1000037986,Andres,Mendoza,M
1000037987,Andrea,Torres,F
1000037988,Fernando,Gomez,M
1000037989,Carolina,Martinez,F
1000037990,Ricardo,Lopez,M
1000037991,Valeria,Torres,F
1000037992,Diego,Torres,M
1000037993,Ana,Rodriguez,F
1000037994,Pedro,Castro,M
1000037995,Ana,Mendoza,F
1000037996,Luis,Rodriguez,M
1000037997,Lucia,Torres,F
1000037998,Fernando,Gomez,M
1000037999,Sofia,Castro,F
1000038000,Luis,Mendoza,M
1000038001,Daniela,Sanchez,F
1000038002,Carlos,Rodriguez,M
1000038003,Andrea,Mendoza,F
1000038004,Juan,Martinez,M
1000038005,Daniela,Sanchez,F
